Acq. time (s)=	10
Accumulations=	2
Range (cm-1)=	50...1000
Grating=	600 gr/mm
Laser (nm)=	532
Power (mW)=	10.3
Instrument=	LabRAM HR Evol
Objectif=	50x
ND filter=	10%
Note0=	extra header line
Note1=	extra header line
Note2=	extra header line

51.1972	308
52.9451	328
54.6930	339
56.4409	332
58.1888	312
59.9367	353
61.6846	350
63.4324	327
65.1803	315
66.9282	345
68.6761	336
70.4240	296
72.1719	330
73.9198	339
75.6677	310
77.4156	337
79.1635	296
80.9114	366
82.6593	364
84.4072	327
86.1551	343
87.9029	273
89.6508	305
91.3987	327
93.1466	307
94.8945	352
96.6424	384
98.3903	305
100.1382	314
101.8861	341
103.6340	376
105.3819	305
107.1298	342
108.8777	381
110.6255	295
112.3734	304
114.1213	326
115.8692	323
117.6171	357
119.3650	343
121.1129	295
122.8608	358
124.6087	349
126.3566	441
128.1045	498
129.8524	702
131.6003	1078
133.3482	1587
135.0960	2191
136.8439	2737
138.5918	3215
140.3397	3285
142.0876	3075
143.8355	2524
145.5834	1948
147.3313	1338
149.0792	885
150.8271	654
152.5750	498
154.3229	433
156.0708	513
157.8186	560
159.5665	734
161.3144	970
163.0623	1234
164.8102	1572
166.5581	1831
168.3060	2034
170.0539	2148
171.8018	2010
173.5497	1769
175.2976	1583
177.0455	1296
178.7934	938
180.5413	673
182.2891	553
184.0370	451
185.7849	394
187.5328	341
189.2807	369
191.0286	361
192.7765	309
194.5244	364
196.2723	400
198.0202	358
199.7681	356
201.5160	380
203.2639	433
205.0118	429
206.7596	559
208.5075	662
210.2554	868
212.0033	995
213.7512	1230
215.4991	1339
217.2470	1523
218.9949	1597
220.7428	1573
222.4907	1529
224.2386	1422
225.9865	1210
227.7344	987
229.4822	849
231.2301	672
232.9780	565
234.7259	484
236.4738	385
238.2217	351
239.9696	382
241.7175	346
243.4654	290
245.2133	371
246.9612	357
248.7091	332
250.4570	317
252.2049	371
253.9527	360
255.7006	412
257.4485	365
259.1964	368
260.9443	363
262.6922	402
264.4401	422
266.1880	476
267.9359	486
269.6838	561
271.4317	648
273.1796	777
274.9275	891
276.6753	923
278.4232	977
280.1711	1012
281.9190	974
283.6669	945
285.4148	780
287.1627	719
288.9106	624
290.6585	500
292.4064	465
294.1543	416
295.9022	399
297.6501	410
299.3980	363
301.1458	336
302.8937	357
304.6416	383
306.3895	332
308.1374	333
309.8853	370
311.6332	351
313.3811	372
315.1290	356
316.8769	374
318.6248	331
320.3727	358
322.1206	354
323.8684	332
325.6163	328
327.3642	393
329.1121	382
330.8600	389
332.6079	449
334.3558	533
336.1037	520
337.8516	634
339.5995	761
341.3474	947
343.0953	1048
344.8432	1182
346.5911	1234
348.3389	1300
350.0868	1360
351.8347	1325
353.5826	1269
355.3305	1148
357.0784	1036
358.8263	903
360.5742	793
362.3221	683
364.0700	531
365.8179	445
367.5658	475
369.3137	445
371.0615	367
372.8094	333
374.5573	374
376.3052	390
378.0531	410
379.8010	377
381.5489	354
383.2968	341
385.0447	364
386.7926	356
388.5405	338
390.2884	415
392.0363	409
393.7842	393
395.5320	341
397.2799	386
399.0278	381
400.7757	376
402.5236	396
404.2715	381
406.0194	384
407.7673	382
409.5152	374
411.2631	321
413.0110	368
414.7589	352
416.5068	335
418.2547	409
420.0025	410
421.7504	401
423.4983	374
425.2462	401
426.9941	368
428.7420	373
430.4899	341
432.2378	378
433.9857	370
435.7336	336
437.4815	368
439.2294	368
440.9773	417
442.7251	397
444.4730	380
446.2209	393
447.9688	399
449.7167	410
451.4646	411
453.2125	466
454.9604	493
456.7083	531
458.4562	634
460.2041	695
461.9520	708
463.6999	814
465.4478	897
467.1956	940
468.9435	963
470.6914	940
