Acq. time (s)=	10
Accumulations=	2
Range (cm-1)=	50...1000
Grating=	600 gr/mm
Laser (nm)=	532
Power (mW)=	10.3
Instrument=	LabRAM HR Evol
Objectif=	50x
ND filter=	10%

51.1972	290
52.9451	269
54.6930	312
56.4409	310
58.1888	292
59.9367	319
61.6846	302
63.4324	269
65.1803	300
66.9282	267
68.6761	313
70.4240	290
72.1719	286
73.9198	274
75.6677	322
77.4156	287
79.1635	281
80.9114	283
82.6593	305
84.4072	301
86.1551	302
87.9029	303
89.6508	345
91.3987	282
93.1466	279
94.8945	272
96.6424	308
98.3903	321
100.1382	290
101.8861	272
103.6340	272
105.3819	309
107.1298	311
108.8777	306
110.6255	276
112.3734	299
114.1213	296
115.8692	299
117.6171	315
119.3650	300
121.1129	313
122.8608	305
124.6087	330
126.3566	390
128.1045	454
129.8524	710
131.6003	1094
133.3482	1652
135.0960	2345
136.8439	3059
138.5918	3472
140.3397	3640
142.0876	3303
143.8355	2767
145.5834	2084
147.3313	1447
149.0792	956
150.8271	643
152.5750	450
154.3229	390
156.0708	441
157.8186	495
159.5665	609
161.3144	815
163.0623	1073
164.8102	1382
166.5581	1623
168.3060	1813
170.0539	1846
171.8018	1792
173.5497	1622
175.2976	1346
177.0455	1091
178.7934	813
180.5413	621
182.2891	479
184.0370	368
185.7849	358
187.5328	307
189.2807	306
191.0286	313
192.7765	310
194.5244	316
196.2723	299
198.0202	296
199.7681	315
201.5160	294
203.2639	334
205.0118	392
206.7596	483
208.5075	635
210.2554	753
212.0033	944
213.7512	1175
215.4991	1312
217.2470	1481
218.9949	1520
220.7428	1544
222.4907	1455
224.2386	1337
225.9865	1192
227.7344	939
229.4822	812
231.2301	652
232.9780	510
234.7259	401
236.4738	380
238.2217	329
239.9696	327
241.7175	310
243.4654	344
245.2133	296
246.9612	275
248.7091	305
250.4570	306
252.2049	334
253.9527	322
255.7006	311
257.4485	341
259.1964	279
260.9443	302
262.6922	310
264.4401	350
266.1880	366
267.9359	476
269.6838	532
271.4317	596
273.1796	712
274.9275	848
276.6753	949
278.4232	1035
280.1711	1075
281.9190	987
283.6669	888
285.4148	768
287.1627	724
288.9106	593
290.6585	512
292.4064	433
294.1543	389
295.9022	382
297.6501	335
299.3980	314
301.1458	284
302.8937	264
304.6416	292
306.3895	302
308.1374	347
309.8853	306
311.6332	328
313.3811	291
315.1290	274
316.8769	279
318.6248	286
320.3727	357
322.1206	285
323.8684	328
325.6163	288
327.3642	340
329.1121	337
330.8600	341
332.6079	370
334.3558	393
336.1037	473
337.8516	518
339.5995	580
341.3474	669
343.0953	800
344.8432	923
346.5911	959
348.3389	999
350.0868	1024
351.8347	1031
353.5826	955
355.3305	865
357.0784	814
358.8263	704
360.5742	641
362.3221	528
364.0700	427
365.8179	372
367.5658	411
369.3137	388
371.0615	324
372.8094	309
374.5573	349
376.3052	282
378.0531	285
379.8010	323
381.5489	297
383.2968	307
385.0447	303
386.7926	315
388.5405	342
390.2884	309
392.0363	323
393.7842	256
395.5320	306
397.2799	286
399.0278	277
400.7757	286
402.5236	299
404.2715	331
406.0194	275
407.7673	309
409.5152	296
411.2631	300
413.0110	333
414.7589	322
416.5068	342
418.2547	304
420.0025	291
421.7504	303
423.4983	315
425.2462	313
426.9941	282
428.7420	311
430.4899	315
432.2378	372
433.9857	356
435.7336	288
437.4815	303
439.2294	275
440.9773	298
442.7251	324
444.4730	352
446.2209	311
447.9688	326
449.7167	308
451.4646	384
453.2125	398
454.9604	459
456.7083	508
458.4562	596
460.2041	629
461.9520	713
463.6999	876
465.4478	855
467.1956	907
468.9435	1007
470.6914	1036
472.4393	913
474.1872	889
475.9351	846
477.6830	809
479.4309	665
