Acq. time (s)=	10
Accumulations=	2
Range (cm-1)=	50...1000
Grating=	600 gr/mm
Laser (nm)=	532
Power (mW)=	10.3
Instrument=	LabRAM HR Evol
Objectif=	50x
ND filter=	10%
Note0=	extra header line

51.1972	407
52.9451	363
54.6930	342
56.4409	365
58.1888	374
59.9367	373
61.6846	400
63.4324	363
65.1803	381
66.9282	348
68.6761	384
70.4240	373
72.1719	354
73.9198	368
75.6677	369
77.4156	367
79.1635	418
80.9114	372
82.6593	369
84.4072	323
86.1551	353
87.9029	369
89.6508	359
91.3987	411
93.1466	372
94.8945	409
96.6424	378
98.3903	378
100.1382	375
101.8861	378
103.6340	421
105.3819	320
107.1298	328
108.8777	365
110.6255	379
112.3734	396
114.1213	391
115.8692	370
117.6171	406
119.3650	406
121.1129	387
122.8608	412
124.6087	409
126.3566	427
128.1045	544
129.8524	698
131.6003	982
133.3482	1435
135.0960	1843
136.8439	2364
138.5918	2719
140.3397	2830
142.0876	2634
143.8355	2181
145.5834	1680
147.3313	1204
149.0792	923
150.8271	676
152.5750	504
154.3229	473
156.0708	487
157.8186	560
159.5665	762
161.3144	962
163.0623	1261
164.8102	1524
166.5581	1819
168.3060	2035
170.0539	2107
171.8018	2033
173.5497	1791
175.2976	1568
177.0455	1227
178.7934	989
180.5413	755
182.2891	565
184.0370	493
185.7849	453
187.5328	430
189.2807	397
191.0286	433
192.7765	418
194.5244	387
196.2723	414
198.0202	448
199.7681	457
201.5160	394
203.2639	429
205.0118	535
206.7596	540
208.5075	630
210.2554	775
212.0033	944
213.7512	1087
215.4991	1220
217.2470	1336
218.9949	1402
220.7428	1403
222.4907	1425
224.2386	1265
225.9865	1137
227.7344	947
229.4822	806
231.2301	665
232.9780	517
234.7259	476
236.4738	417
238.2217	377
239.9696	386
241.7175	440
243.4654	401
245.2133	433
246.9612	410
248.7091	419
250.4570	378
252.2049	414
253.9527	419
255.7006	388
257.4485	419
259.1964	424
260.9443	406
262.6922	408
264.4401	434
266.1880	508
267.9359	575
269.6838	628
271.4317	746
273.1796	868
274.9275	976
276.6753	1090
278.4232	1143
280.1711	1104
281.9190	1145
283.6669	1023
285.4148	969
287.1627	836
288.9106	718
290.6585	588
292.4064	553
294.1543	461
295.9022	486
297.6501	475
299.3980	403
301.1458	423
302.8937	393
304.6416	394
306.3895	428
308.1374	408
309.8853	452
311.6332	397
313.3811	434
315.1290	412
316.8769	430
318.6248	399
320.3727	410
322.1206	410
323.8684	395
325.6163	437
327.3642	445
329.1121	458
330.8600	505
332.6079	539
334.3558	545
336.1037	635
337.8516	701
339.5995	827
341.3474	935
343.0953	1118
344.8432	1205
346.5911	1288
348.3389	1387
350.0868	1323
351.8347	1303
353.5826	1306
355.3305	1188
357.0784	1073
358.8263	907
360.5742	818
362.3221	761
364.0700	643
365.8179	558
367.5658	493
369.3137	460
371.0615	395
372.8094	441
374.5573	448
376.3052	384
378.0531	405
379.8010	391
381.5489	396
383.2968	421
385.0447	368
386.7926	436
388.5405	439
390.2884	415
392.0363	359
393.7842	396
395.5320	452
397.2799	352
399.0278	413
400.7757	393
402.5236	443
404.2715	406
406.0194	433
407.7673	438
409.5152	470
411.2631	419
413.0110	434
414.7589	387
416.5068	455
418.2547	406
420.0025	411
421.7504	425
423.4983	387
425.2462	432
426.9941	451
428.7420	434
430.4899	387
432.2378	424
433.9857	446
435.7336	381
437.4815	402
439.2294	452
440.9773	439
442.7251	445
444.4730	487
446.2209	460
447.9688	477
449.7167	547
451.4646	499
453.2125	519
454.9604	595
456.7083	650
458.4562	691
460.2041	749
461.9520	905
463.6999	926
465.4478	960
467.1956	1047
468.9435	1046
470.6914	1045
472.4393	1046
474.1872	958
